10, 1, 'F47', '';
56, 4, 'F23', '';
56, 3, 'LNK', '';
56, 2, 'DISF18', '';
56, 1, 'F24', '';
57, 3, 'LNK', '';
57, 4, 'F22', '';
39, 3, 'LNK', '';
39, 4, 'F23', '';
40, 3, 'LNK', '';
40, 4, 'F22', '';
41, 3, 'EX', '';
48, 3, 'LNK', '';
48, 4, 'F23', '';
49, 3, 'LNK', '';
49, 4, 'F22', '';
31, 3, 'LNK', '';
31, 4, 'F23', '';
31, 5, 'LNK', '';
31, 6, 'F159', '';
39, 5, 'LNK', '';
39, 6, 'F159', '';
48, 5, 'LNK', '';
48, 6, 'F159', '';
338, 3, 'LNK', '';
338, 2, 'DISF20', '';
338, 1, 'F24', '';
339, 2, 'DISF20', '';
339, 1, 'F24', '';
340, 1, 'F24', '';
32, 3, 'LNK', '';
32, 4, 'F22', '';
25, 3, 'LNK', '';
25, 4, 'F22', '';
338, 6, 'F159', '';
340, 3, 'F123', '';
108, 1, 'DISF16', '';
99, 2, 'LNK03', '';
99, 1, 'DISF16', '';
117, 1, 'DISF16', '';
614, 4, 'F236', '';
74, 1, 'F50', '';
74, 4, 'F20', 'A';
74, 5, 'F49', '';
245, 3, 'DISF22', '';
614, 1, 'F237', '';
614, 5, 'LNK', '';
614, 6, 'F238', '';
165, 1, 'DISF25', '';
615, 3, 'LNK', '';
615, 4, 'F22', '';
407, 3, 'DISF26', '';
407, 2, 'F6', '';
165, 3, 'DISF26', '';
154, 2, 'F6', '';
154, 3, 'DISF26', '';
143, 2, 'F6', '';
143, 3, 'DISF26', '';
243, 3, 'S27', '';
241, 2, 'F122', '';
241, 3, 'DISF27', '';
193, 3, 'S18', '';
193, 4, 'TM', '';
198, 3, 'S18', '';
225, 5, 'EX', '';
231, 2, 'S1', '';
231, 3, 'S17', '';
225, 1, 'PS', '';
203, 2, 'S1', '';
237, 2, 'S1', '';
357, 3, 'S17', '';
357, 2, 'S1', '';
357, 1, 'PS', '';
215, 3, 'S20', '';
208, 1, 'PS', '';
208, 2, 'S1', '';
208, 3, 'S15', '';
208, 4, 'TM', '';
208, 5, 'EX', '';
203, 5, 'EX', '';
203, 1, 'PS', '';
231, 1, 'PS', '';
214, 4, 'TM', '';
300, 2, 'S4', '';
300, 1, 'PS', '';
249, 3, 'TM', '';
249, 2, 'S4', '';
249, 1, 'PS', '';
175, 6, 'S43', '';
177, 4, 'S71', '';
176, 5, 'S26', '';
436, 2, 'TM', '';
436, 1, 'S21', '';
583, 1, 'TM', '';
600, 1, 'TM', '';
607, 3, 'LNK', '';
607, 4, 'TM', '';
433, 4, 'TM', '';
587, 3, 'LNK', '';
587, 4, 'TM', '';
595, 3, 'LNK', '';
595, 4, 'TM', '';
177, 1, 'PS', '';
398, 1, 'PS', '';
397, 8, 'TM', '';
175, 7, 'TM', '';
184, 8, 'TM', '';
575, 2, 'F51', '';
575, 3, 'UNK', '';
613, 2, 'F160', '';
514, 11, 'F276', '';
215, 4, 'TM', '';
215, 5, 'EX', '';
198, 4, 'TM', '';
198, 5, 'EX', '';
193, 5, 'EX', '';
243, 4, 'TM', '';
243, 5, 'EX', '';
510, 6, 'S23', '';
520, 10, 'TM', '';
531, 11, 'F276', '';
510, 7, 'TM', '';
515, 7, 'TM', '';
520, 16, 'F275', '';
532, 16, 'F275', '';
514, 10, 'TM', '';
520, 9, 'TM', '';
532, 10, 'TM', '';
531, 10, 'TM', '';
531, 9, 'TM', '';
531, 8, 'S16', '';
510, 8, 'S16', '';
531, 7, 'TM', '';
520, 17, 'F166', '';
514, 9, 'TM', '';
532, 17, 'F166', '';
389, 12, 'F74', '';
514, 8, 'S16', '';
520, 8, 'S16', '';
515, 8, 'S16', '';
515, 9, 'TM', '';
515, 10, 'TM', '';
515, 11, 'F276', '';
510, 9, 'TM', '';
531, 6, 'S23', '';
532, 9, 'TM', '';
201, 2, 'DISF28', '';
510, 10, 'TM', '';
532, 18, 'F168', '';
531, 5, 'PS', '';
531, 4, 'S99', '';
515, 12, 'F4', '';
520, 18, 'F168', '';
514, 7, 'TM', '';
510, 11, 'F276', '';
531, 3, 'TM', '';
531, 2, 'DISS4', '';
515, 1, 'F235', '';
532, 8, 'S16', '';
520, 7, 'TM', '';
206, 2, 'DISF28', '';
206, 1, 'F259', '';
449, 4, 'F206', '';
449, 5, 'UNK', '';
482, 4, 'F206', '';
482, 5, 'UNK', '';
464, 5, 'UNK', '';
492, 4, 'F206', '';
492, 5, 'F207', '';
472, 5, 'UNK', '';
382, 3, 'NF', '';
382, 2, 'F205', '';
382, 1, 'UNK', '';
201, 3, 'F182', '';
623, 5, 'F266', '';
647, 6, 'TM', '';
349, 1, 'F263', '';
442, 5, 'UNK', '';
351, 6, 'TM', '';
351, 5, 'S44', '';
620, 1, 'M14', '';
620, 2, 'S122', '';
351, 4, 'TM', '';
620, 3, 'S121', '';
621, 2, 'TM', '';
622, 1, 'M14', '';
623, 2, 'F264', '';
624, 3, 'S125', '';
624, 2, 'S124', '';
624, 1, 'M9', '';
625, 6, 'F262', '';
626, 2, 'TM', '';
627, 6, 'TM', '';
626, 1, 'F263', '';
625, 5, 'F269', '';
627, 5, 'S44', '';
628, 2, 'TM', '';
629, 1, 'F262', '';
630, 6, 'TM', '';
623, 6, 'LNK', '';
632, 6, 'TM', '';
630, 5, 'S44', '';
632, 5, 'S44', '';
632, 4, 'TM', '';
627, 4, 'TM', '';
631, 1, 'F263', '';
630, 4, 'TM', '';
628, 1, 'F263', '';
633, 1, 'F263', '';
634, 6, 'TM', '';
634, 5, 'S44', '';
634, 4, 'TM', '';
443, 1, 'PS', '';
635, 6, 'F262', '';
636, 6, 'TM', '';
636, 5, 'S44', '';
636, 4, 'TM', '';
636, 3, 'S121', '';
636, 2, 'S122', '';
623, 1, 'UNK', '';
637, 7, 'F262', '';
638, 5, 'S44', '';
638, 4, 'TM', '';
638, 3, 'S121', '';
644, 6, 'F262', '';
640, 1, 'F262', '';
641, 6, 'TM', '';
641, 5, 'S44', '';
641, 4, 'TM', '';
443, 3, 'TM', '';
642, 7, 'F262', '';
643, 6, 'TM', '';
643, 5, 'S44', '';
644, 5, 'F269', '';
644, 4, 'F260', '';
645, 6, 'TM', '';
645, 5, 'S44', '';
645, 4, 'TM', '';
647, 5, 'S44', '';
623, 3, 'F265', '';
646, 7, 'F262', '';
647, 4, 'TM', '';
647, 3, 'S121', '';
623, 7, 'F267', '';
649, 6, 'TM', '';
643, 4, 'TM', '';
643, 3, 'S121', '';
643, 2, 'S122', '';
630, 3, 'S121', '';
641, 3, 'S121', '';
641, 2, 'S122', '';
641, 1, 'M14', '';
632, 3, 'S121', '';
636, 1, 'M14', '';
620, 4, 'TM', '';
622, 2, 'S122', '';
647, 2, 'S122', '';
622, 3, 'S121', '';
627, 3, 'S121', '';
351, 3, 'S121', '';
645, 3, 'S121', '';
645, 2, 'S122', '';
645, 1, 'M14', '';
622, 4, 'TM', '';
649, 5, 'S44', '';
638, 2, 'S122', '';
638, 1, 'M14', '';
647, 1, 'M14', '';
350, 1, 'F263', '';
633, 2, 'TM', '';
635, 5, 'F269', '';
621, 1, 'F263', '';
631, 2, 'TM', '';
648, 6, 'F262', '';
352, 1, 'F263', '';
642, 6, 'F269', '';
644, 3, 'F261', '';
637, 6, 'F269', '';
637, 5, 'F241', '';
628, 3, 'F261', '';
626, 3, 'F261', '';
625, 4, 'F260', '';
350, 2, 'TM', '';
349, 2, 'TM', '';
639, 5, 'F269', '';
646, 6, 'F269', '';
646, 5, 'F241', '';
637, 4, 'F260', '';
637, 3, 'F261', '';
648, 5, 'F269', '';
352, 2, 'TM', '';
631, 3, 'F261', '';
621, 3, 'F261', '';
635, 4, 'F260', '';
635, 3, 'F261', '';
639, 4, 'F260', '';
639, 3, 'F261', '';
625, 1, 'F263', '';
623, 4, 'LNK', '';
350, 3, 'F261', '';
349, 3, 'F261', '';
644, 2, 'TM', '';
648, 4, 'F260', '';
631, 4, 'F260', '';
352, 3, 'F261', '';
635, 2, 'TM', '';
635, 1, 'F263', '';
644, 1, 'F263', '';
621, 6, 'F262', '';
639, 2, 'TM', '';
639, 1, 'F263', '';
350, 4, 'F260', '';
349, 4, 'F260', '';
642, 5, 'LNK', '';
642, 4, 'F260', '';
642, 3, 'F261', '';
642, 2, 'TM', '';
642, 1, 'F263', '';
626, 4, 'F260', '';
625, 3, 'F261', '';
625, 2, 'TM', '';
646, 4, 'F260', '';
646, 3, 'F261', '';
637, 2, 'TM', '';
637, 1, 'F263', '';
628, 4, 'F260', '';
621, 4, 'F260', '';
352, 4, 'F260', '';
646, 2, 'TM', '';
646, 1, 'F263', '';
648, 3, 'F261', '';
648, 2, 'TM', '';
648, 1, 'F263', '';
626, 5, 'F269', '';
443, 4, 'S11', '';
533, 10, 'HD', '';
558, 15, 'F244', '';
558, 14, 'UNK', '';
427, 2, 'S5', '';
427, 3, 'TM', '';
427, 4, 'S24', '';
424, 3, 'TM', '';
422, 2, 'S5', '';
422, 1, 'PS', '';
424, 1, 'PS', '';
424, 4, 'S24', '';
422, 4, 'S24', '';
416, 12, 'TM', '';
416, 11, 'S119', '';
416, 10, 'TM', '';
416, 9, 'S28', '';
416, 8, 'TM', '';
416, 7, 'ITM', '';
416, 6, 'TM', '';
416, 5, 'S118', '';
416, 4, 'TM', '';
416, 3, 'S68', '';
416, 2, 'S55', '';
416, 1, 'PS', '';
630, 2, 'S122', '';
630, 1, 'M14', '';
649, 4, 'TM', '';
632, 2, 'S122', '';
632, 1, 'M14', '';
634, 3, 'S121', '';
634, 2, 'S122', '';
634, 1, 'M14', '';
627, 2, 'S122', '';
627, 1, 'M14', '';
351, 2, 'S122', '';
351, 1, 'M14', '';
649, 3, 'S121', '';
649, 2, 'S122', '';
643, 1, 'M14', '';
649, 1, 'M14', '';
620, 5, 'S44', '';
620, 6, 'TM', '';
622, 5, 'S44', '';
622, 6, 'TM', '';
628, 5, 'LNK', '';
628, 6, 'F269', '';
631, 5, 'F269', '';
631, 6, 'F262', '';
352, 5, 'F269', '';
352, 6, 'F262', '';
621, 5, 'F269', '';
633, 3, 'F261', '';
633, 4, 'F260', '';
633, 5, 'F269', '';
633, 6, 'F262', '';
349, 5, 'F269', '';
349, 6, 'F262', '';
350, 5, 'F269', '';
487, 5, 'UNK', '';
378, 3, 'S90', '';
378, 4, 'TM', '';
378, 5, 'UNK', '';
498, 5, 'UNK', '';
178, 2, 'F80', '';
185, 2, 'F80', '';
399, 2, 'F80', '';
545, 2, 'S123', '';
545, 3, 'TM', '';
546, 2, 'S126', '';
546, 3, 'TM', '';
560, 2, 'S127', '';
560, 3, 'TM', '';
560, 4, 'EX', '';
561, 2, 'S128', '';
561, 1, 'PS', '';
563, 2, 'S129', '';
563, 3, 'TM', '';
563, 4, 'EX', '';
564, 2, 'S130', '';
564, 3, 'TM', '';
544, 3, 'TM', '';
544, 2, 'S131', '';
544, 1, 'PS', '';
562, 2, 'TM', '';
553, 2, 'S105', '';
536, 2, 'S105', '';
541, 11, 'HD', '';
541, 12, 'UNK', '';
541, 13, 'F244', '';
558, 13, 'HD', '';
558, 12, 'F223', '';
550, 17, 'F192', 'B';
541, 2, 'F221', '';
558, 11, 'F224', '';
541, 17, 'F272', '';
550, 16, 'F190', '';
550, 15, 'F189', '';
550, 14, 'F244', '';
550, 13, 'UNK', '';
558, 10, 'HD', '';
558, 9, 'F222', '';
558, 8, 'HD', '';
558, 7, 'F38', '';
558, 6, 'HD', '';
550, 12, 'HD', '';
550, 11, 'F223', '';
550, 10, 'F224', '';
550, 9, 'HD', '';
550, 8, 'F222', '';
550, 7, 'HD', '';
550, 6, 'F38', '';
550, 5, 'HD', '';
550, 4, 'UNK', '';
550, 3, 'F221', '';
550, 2, 'F220', '';
550, 1, 'F39', '';
558, 5, 'UNK', '';
558, 4, 'F221', '';
558, 3, 'UNK', '';
558, 2, 'F220', '';
558, 1, 'F270', '';
541, 16, 'F192', 'B';
541, 15, 'F190', '';
541, 14, 'F189', 'B';
650, 4, 'TM', '';
650, 3, 'S400', '';
650, 2, 'HD', '';
650, 1, 'F800', '';
345, 11, 'F73', '';
345, 12, 'F74', 'A';
345, 13, 'F79', '';
345, 14, 'F75', '';
466, 14, 'F185', 'B';
466, 15, 'F186', '';
466, 16, 'F187', '';
466, 17, 'F188', '';
466, 18, 'A', '';
389, 10, 'F72', 'B';
387, 9, 'F215', '';
387, 8, 'F71', '';
387, 7, 'TM', '';
529, 12, 'F74', '';
529, 13, 'F79', '';
529, 14, 'F75', '';
530, 5, 'TM', '';
530, 4, 'S133', '';
530, 3, 'S46', '';
511, 11, 'F74', '';
511, 12, 'F79', '';
523, 1, 'S96', 'A';
268, 6, 'S47', '';
268, 5, 'TM', '';
508, 16, 'F255', '';
508, 15, 'HD', '';
508, 14, 'F75', '';
389, 9, 'F71', '';
521, 8, 'TM', '';
389, 15, 'HD', '';
268, 4, 'S133', '';
387, 6, 'S100', '';
387, 5, 'TM', '';
528, 7, 'LNK', '';
528, 6, 'S47', '';
528, 5, 'TM', '';
528, 4, 'S133', '';
528, 3, 'S46', '';
387, 4, 'S136', '';
511, 13, 'F256', '';
529, 18, 'F77', '';
529, 17, 'F76', '';
389, 1, 'S96', 'B';
389, 2, 'PS', '';
389, 3, 'S46', '';
389, 4, 'S133', '';
389, 5, 'TM', '';
389, 6, 'S47', '';
389, 7, 'LNK', '';
389, 8, 'TM', '';
511, 14, 'HD', '';
268, 7, 'LNK', '';
387, 3, 'S135', '';
511, 15, 'F255', '';
389, 16, 'F255', '';
512, 4, 'S133', '';
512, 3, 'S46', '';
512, 2, 'PS', '';
512, 1, 'S96', 'B';
530, 2, 'PS', '';
516, 4, 'S133', '';
516, 3, 'S46', '';
516, 2, 'PS', '';
529, 15, 'HD', '';
389, 17, 'F76', '';
530, 1, 'S97', '';
529, 16, 'F255', '';
523, 19, 'F78', '';
511, 16, 'F257', '';
268, 18, 'F77', '';
509, 10, 'F72', 'B';
509, 11, 'F73', '';
509, 12, 'F74', '';
509, 13, 'F79', '';
509, 14, 'F75', '';
387, 2, 'PS', '';
387, 1, 'S137', '';
521, 7, 'LNK', '';
521, 6, 'S47', '';
521, 5, 'TM', '';
521, 4, 'S133', '';
521, 3, 'S46', '';
521, 2, 'PS', '';
521, 1, 'S96', 'A';
522, 18, 'F77', '';
526, 7, 'LNK', '';
526, 8, 'TM', '';
526, 9, 'F71', '';
526, 10, 'F72', 'D';
526, 11, 'F217', '';
526, 12, 'F74', '';
526, 13, 'F79', '';
528, 1, 'S97', '';
508, 17, 'F76', '';
270, 1, 'S96', 'A';
518, 1, 'S96', 'A';
528, 18, 'F77', '';
524, 16, 'F258', '';
516, 1, 'S96', 'A';
345, 15, 'HD', '';
345, 16, 'F255', '';
512, 18, 'F77', '';
389, 18, 'F77', '';
527, 11, 'F217', '';
527, 12, 'F74', '';
527, 13, 'F79', '';
527, 14, 'F75', '';
268, 1, 'S98', '';
526, 14, 'F75', '';
526, 15, 'HD', '';
526, 16, 'F255', '';
526, 17, 'F76', '';
526, 18, 'F77', '';
526, 19, 'F78', '';
522, 19, 'F78', '';
527, 15, 'HD', '';
527, 16, 'F255', '';
527, 17, 'F76', '';
527, 18, 'F77', '';
527, 19, 'F78', '';
508, 18, 'F77', '';
508, 19, 'F78', '';
270, 19, 'F78', '';
518, 19, 'F78', '';
528, 19, 'F78', '';
516, 19, 'F78', '';
345, 17, 'F76', '';
345, 18, 'F77', '';
345, 19, 'F78', '';
512, 19, 'F78', '';
389, 19, 'F78', '';
524, 17, 'F214', '';
524, 18, 'F77', '';
524, 19, 'F78', '';
511, 17, 'F77', '';
511, 18, 'F78', '';
387, 18, 'F78', '';
448, 2, 'UNK', '';
448, 1, 'PS', '';
532, 19, 'TM', '';
531, 1, 'F235', '';
510, 12, 'F4', '';
510, 13, 'F219', '';
510, 14, 'F273', '';
510, 15, 'F274', '';
520, 19, 'TM', '';
515, 13, 'F219', '';
515, 14, 'F273', '';
515, 15, 'F274', '';
515, 16, 'F275', '';
532, 7, 'TM', '';
532, 6, 'S23', '';
532, 5, 'PS', '';
532, 4, 'S99', '';
532, 3, 'TM', '';
532, 2, 'DISS4', '';
532, 1, 'F235', '';
514, 6, 'S23', '';
514, 5, 'PS', '';
514, 4, 'S99', '';
514, 3, 'TM', '';
514, 2, 'DISS4', '';
514, 1, 'F235', '';
520, 6, 'S23', '';
520, 5, 'PS', '';
520, 4, 'S99', '';
520, 3, 'TM', '';
520, 2, 'DISS4', '';
520, 1, 'F235', '';
510, 16, 'F275', '';
510, 17, 'F166', '';
510, 18, 'F168', '';
510, 19, 'TM', '';
515, 17, 'F166', '';
515, 18, 'F168', '';
515, 19, 'TM', '';
519, 2, 'PS', '';
519, 1, 'EX', '';
525, 11, 'TM', '';
525, 4, 'UNK', '';
525, 3, 'UNK', '';
525, 2, 'UNK', '';
525, 1, 'PS', '';
517, 3, 'UNK', '';
517, 2, 'UNK', '';
517, 1, 'PS', '';
519, 9, 'F228', '';
519, 10, 'F229', '';
519, 11, 'F230', '';
519, 12, 'TM', '';
513, 18, 'F230', '';
513, 5, 'ITM', '';
513, 4, 'TM', '';
513, 3, 'S103', '';
513, 2, 'TM', '';
513, 1, 'S101', '';
513, 19, 'TM', '';
651, 1, 'F277', '';
651, 2, 'S138', '';
651, 3, 'S139', '';
651, 4, 'S140', '';
651, 5, 'S141', '';
652, 11, 'F280', '';
652, 10, 'F283', '';
652, 9, 'F284', '';
652, 8, 'F279', '';
652, 7, 'F282', '';
653, 1, 'F277', '';
653, 2, 'S138', '';
653, 3, 'S139', '';
653, 4, 'S140', '';
653, 5, 'S141', '';
653, 6, 'F281', '';
653, 7, 'F282', '';
653, 8, 'F279', '';
653, 9, 'F284', '';
653, 10, 'F283', '';
652, 6, 'F281', '';
652, 5, 'S141', '';
651, 6, 'F281', '';
651, 7, 'F282', '';
651, 8, 'F279', '';
651, 9, 'F284', '';
652, 4, 'S140', '';
651, 10, 'F283', '';
652, 3, 'S139', '';
653, 11, 'F280', '';
652, 12, 'F278', '';
653, 12, 'F278', '';
652, 2, 'S138', '';
652, 1, 'F277', '';
651, 11, 'F280', '';
651, 12, 'F278', '';
